ecosystem,package,version,license,official_metadata,upstream_repository,license_evidence,verification,declared_locations,included_package_code
npm,@img/sharp-wasm32,0.34.5,Apache-2.0 AND LGPL-3.0-or-later AND MIT,https://registry.npmjs.org/%40img%2Fsharp-wasm32/0.34.5,git+https://github.com/lovell/sharp.git,https://registry.npmjs.org/%40img%2Fsharp-wasm32/0.34.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@img/sharp-wasm32,no
npm,@img/sharp-win32-arm64,0.34.5,Apache-2.0 AND LGPL-3.0-or-later,https://registry.npmjs.org/%40img%2Fsharp-win32-arm64/0.34.5,git+https://github.com/lovell/sharp.git,https://registry.npmjs.org/%40img%2Fsharp-win32-arm64/0.34.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@img/sharp-win32-arm64,no
npm,@img/sharp-win32-ia32,0.34.5,Apache-2.0 AND LGPL-3.0-or-later,https://registry.npmjs.org/%40img%2Fsharp-win32-ia32/0.34.5,git+https://github.com/lovell/sharp.git,https://registry.npmjs.org/%40img%2Fsharp-win32-ia32/0.34.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@img/sharp-win32-ia32,no
npm,@img/sharp-win32-x64,0.34.5,Apache-2.0 AND LGPL-3.0-or-later,https://registry.npmjs.org/%40img%2Fsharp-win32-x64/0.34.5,git+https://github.com/lovell/sharp.git,https://registry.npmjs.org/%40img%2Fsharp-win32-x64/0.34.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@img/sharp-win32-x64,no
npm,@jridgewell/gen-mapping,0.3.13,MIT,https://registry.npmjs.org/%40jridgewell%2Fgen-mapping/0.3.13,git+https://github.com/jridgewell/sourcemaps.git,https://registry.npmjs.org/%40jridgewell%2Fgen-mapping/0.3.13,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@jridgewell/gen-mapping,no
npm,@jridgewell/remapping,2.3.5,MIT,https://registry.npmjs.org/%40jridgewell%2Fremapping/2.3.5,git+https://github.com/jridgewell/sourcemaps.git,https://registry.npmjs.org/%40jridgewell%2Fremapping/2.3.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@jridgewell/remapping,no
npm,@jridgewell/resolve-uri,3.1.2,MIT,https://registry.npmjs.org/%40jridgewell%2Fresolve-uri/3.1.2,git+https://github.com/jridgewell/resolve-uri.git,https://registry.npmjs.org/%40jridgewell%2Fresolve-uri/3.1.2,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@jridgewell/resolve-uri,no
npm,@jridgewell/source-map,0.3.11,MIT,https://registry.npmjs.org/%40jridgewell%2Fsource-map/0.3.11,git+https://github.com/jridgewell/sourcemaps.git,https://registry.npmjs.org/%40jridgewell%2Fsource-map/0.3.11,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@jridgewell/source-map,no
npm,@jridgewell/sourcemap-codec,1.5.5,MIT,https://registry.npmjs.org/%40jridgewell%2Fsourcemap-codec/1.5.5,git+https://github.com/jridgewell/sourcemaps.git,https://registry.npmjs.org/%40jridgewell%2Fsourcemap-codec/1.5.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@jridgewell/sourcemap-codec,no
npm,@jridgewell/trace-mapping,0.3.31,MIT,https://registry.npmjs.org/%40jridgewell%2Ftrace-mapping/0.3.31,git+https://github.com/jridgewell/sourcemaps.git,https://registry.npmjs.org/%40jridgewell%2Ftrace-mapping/0.3.31,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@jridgewell/trace-mapping,no
npm,@jridgewell/trace-mapping,0.3.9,MIT,https://registry.npmjs.org/%40jridgewell%2Ftrace-mapping/0.3.9,git+https://github.com/jridgewell/trace-mapping.git,https://registry.npmjs.org/%40jridgewell%2Ftrace-mapping/0.3.9,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@cspotcode/source-map-support/node_modules/@jridgewell/trace-mapping,no
npm,@napi-rs/canvas,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas,no
npm,@napi-rs/canvas-android-arm64,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-android-arm64/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-android-arm64/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-android-arm64,no
npm,@napi-rs/canvas-darwin-arm64,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-darwin-arm64/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-darwin-arm64/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-darwin-arm64,no
npm,@napi-rs/canvas-darwin-x64,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-darwin-x64/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-darwin-x64/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-darwin-x64,no
npm,@napi-rs/canvas-linux-arm-gnueabihf,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-arm-gnueabihf/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-arm-gnueabihf/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-linux-arm-gnueabihf,no
npm,@napi-rs/canvas-linux-arm64-gnu,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-arm64-gnu/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-arm64-gnu/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-linux-arm64-gnu,no
npm,@napi-rs/canvas-linux-arm64-musl,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-arm64-musl/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-arm64-musl/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-linux-arm64-musl,no
npm,@napi-rs/canvas-linux-riscv64-gnu,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-riscv64-gnu/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-riscv64-gnu/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-linux-riscv64-gnu,no
npm,@napi-rs/canvas-linux-x64-gnu,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-x64-gnu/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-x64-gnu/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-linux-x64-gnu,no
npm,@napi-rs/canvas-linux-x64-musl,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-x64-musl/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-linux-x64-musl/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-linux-x64-musl,no
npm,@napi-rs/canvas-win32-arm64-msvc,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-win32-arm64-msvc/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-win32-arm64-msvc/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-win32-arm64-msvc,no
npm,@napi-rs/canvas-win32-x64-msvc,1.0.3,MIT,https://registry.npmjs.org/%40napi-rs%2Fcanvas-win32-x64-msvc/1.0.3,git+https://github.com/Brooooooklyn/canvas.git,https://registry.npmjs.org/%40napi-rs%2Fcanvas-win32-x64-msvc/1.0.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/canvas-win32-x64-msvc,no
npm,@napi-rs/wasm-runtime,0.2.12,MIT,https://registry.npmjs.org/%40napi-rs%2Fwasm-runtime/0.2.12,git+https://github.com/napi-rs/napi-rs.git,https://registry.npmjs.org/%40napi-rs%2Fwasm-runtime/0.2.12,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@napi-rs/wasm-runtime,no
npm,@napi-rs/wasm-runtime,1.1.1,MIT,https://registry.npmjs.org/%40napi-rs%2Fwasm-runtime/1.1.1,git+https://github.com/napi-rs/napi-rs.git,https://registry.npmjs.org/%40napi-rs%2Fwasm-runtime/1.1.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-wasm32-wasi/node_modules/@napi-rs/wasm-runtime,no
npm,@napi-rs/wasm-runtime,1.1.4,MIT,https://registry.npmjs.org/%40napi-rs%2Fwasm-runtime/1.1.4,git+https://github.com/napi-rs/napi-rs.git,https://registry.npmjs.org/%40napi-rs%2Fwasm-runtime/1.1.4,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-wasm32-wasi/node_modules/@napi-rs/wasm-runtime,no
npm,@next/env,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fenv/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fenv/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/env,no
npm,@next/eslint-plugin-next,16.2.6,MIT,https://registry.npmjs.org/%40next%2Feslint-plugin-next/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Feslint-plugin-next/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/eslint-plugin-next,no
npm,@next/swc-darwin-arm64,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-darwin-arm64/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-darwin-arm64/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-darwin-arm64,no
npm,@next/swc-darwin-x64,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-darwin-x64/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-darwin-x64/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-darwin-x64,no
npm,@next/swc-linux-arm64-gnu,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-linux-arm64-gnu/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-linux-arm64-gnu/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-linux-arm64-gnu,no
npm,@next/swc-linux-arm64-musl,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-linux-arm64-musl/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-linux-arm64-musl/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-linux-arm64-musl,no
npm,@next/swc-linux-x64-gnu,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-linux-x64-gnu/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-linux-x64-gnu/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-linux-x64-gnu,no
npm,@next/swc-linux-x64-musl,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-linux-x64-musl/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-linux-x64-musl/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-linux-x64-musl,no
npm,@next/swc-win32-arm64-msvc,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-win32-arm64-msvc/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-win32-arm64-msvc/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-win32-arm64-msvc,no
npm,@next/swc-win32-x64-msvc,16.2.6,MIT,https://registry.npmjs.org/%40next%2Fswc-win32-x64-msvc/16.2.6,git+https://github.com/vercel/next.js.git,https://registry.npmjs.org/%40next%2Fswc-win32-x64-msvc/16.2.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@next/swc-win32-x64-msvc,no
npm,@nodelib/fs.scandir,2.1.5,MIT,https://registry.npmjs.org/%40nodelib%2Ffs.scandir/2.1.5,https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir,https://registry.npmjs.org/%40nodelib%2Ffs.scandir/2.1.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@nodelib/fs.scandir,no
npm,@nodelib/fs.stat,2.0.5,MIT,https://registry.npmjs.org/%40nodelib%2Ffs.stat/2.0.5,https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat,https://registry.npmjs.org/%40nodelib%2Ffs.stat/2.0.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@nodelib/fs.stat,no
npm,@nodelib/fs.walk,1.2.8,MIT,https://registry.npmjs.org/%40nodelib%2Ffs.walk/1.2.8,https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk,https://registry.npmjs.org/%40nodelib%2Ffs.walk/1.2.8,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@nodelib/fs.walk,no
npm,@nolyfill/is-core-module,1.0.39,MIT,https://registry.npmjs.org/%40nolyfill%2Fis-core-module/1.0.39,git+https://github.com/SukkaW/nolyfill.git,https://registry.npmjs.org/%40nolyfill%2Fis-core-module/1.0.39,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@nolyfill/is-core-module,no
npm,@oxc-project/types,0.130.0,MIT,https://registry.npmjs.org/%40oxc-project%2Ftypes/0.130.0,git+https://github.com/oxc-project/oxc.git,https://registry.npmjs.org/%40oxc-project%2Ftypes/0.130.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@oxc-project/types,no
npm,@poppinss/colors,4.1.6,MIT,https://registry.npmjs.org/%40poppinss%2Fcolors/4.1.6,git+https://github.com/poppinss/colors.git,https://registry.npmjs.org/%40poppinss%2Fcolors/4.1.6,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@poppinss/colors,no
npm,@poppinss/dumper,0.6.5,MIT,https://registry.npmjs.org/%40poppinss%2Fdumper/0.6.5,git+https://github.com/poppinss/dumper.git,https://registry.npmjs.org/%40poppinss%2Fdumper/0.6.5,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@poppinss/dumper,no
npm,@poppinss/exception,1.2.3,MIT,https://registry.npmjs.org/%40poppinss%2Fexception/1.2.3,git+https://github.com/poppinss/exception.git,https://registry.npmjs.org/%40poppinss%2Fexception/1.2.3,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@poppinss/exception,no
npm,@resvg/resvg-wasm,2.4.0,MPL-2.0,https://registry.npmjs.org/%40resvg%2Fresvg-wasm/2.4.0,git+ssh://git@github.com/yisibl/resvg-js.git,https://registry.npmjs.org/%40resvg%2Fresvg-wasm/2.4.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@resvg/resvg-wasm,no
npm,@rolldown/binding-android-arm64,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-android-arm64/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-android-arm64/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-android-arm64,no
npm,@rolldown/binding-darwin-arm64,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-darwin-arm64/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-darwin-arm64/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-darwin-arm64,no
npm,@rolldown/binding-darwin-x64,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-darwin-x64/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-darwin-x64/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-darwin-x64,no
npm,@rolldown/binding-freebsd-x64,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-freebsd-x64/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-freebsd-x64/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-freebsd-x64,no
npm,@rolldown/binding-linux-arm-gnueabihf,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-arm-gnueabihf/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-arm-gnueabihf/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-linux-arm-gnueabihf,no
npm,@rolldown/binding-linux-arm64-gnu,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-arm64-gnu/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-arm64-gnu/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-linux-arm64-gnu,no
npm,@rolldown/binding-linux-arm64-musl,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-arm64-musl/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-arm64-musl/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-linux-arm64-musl,no
npm,@rolldown/binding-linux-ppc64-gnu,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-ppc64-gnu/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-ppc64-gnu/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-linux-ppc64-gnu,no
npm,@rolldown/binding-linux-s390x-gnu,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-s390x-gnu/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-s390x-gnu/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-linux-s390x-gnu,no
npm,@rolldown/binding-linux-x64-gnu,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-x64-gnu/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-x64-gnu/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-linux-x64-gnu,no
npm,@rolldown/binding-linux-x64-musl,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-x64-musl/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-linux-x64-musl/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-linux-x64-musl,no
npm,@rolldown/binding-openharmony-arm64,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-openharmony-arm64/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-openharmony-arm64/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-openharmony-arm64,no
npm,@rolldown/binding-wasm32-wasi,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-wasm32-wasi/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-wasm32-wasi/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-wasm32-wasi,no
npm,@rolldown/binding-win32-arm64-msvc,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-win32-arm64-msvc/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-win32-arm64-msvc/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-win32-arm64-msvc,no
npm,@rolldown/binding-win32-x64-msvc,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fbinding-win32-x64-msvc/1.0.1,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fbinding-win32-x64-msvc/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/binding-win32-x64-msvc,no
npm,@rolldown/pluginutils,1.0.0-rc.18,MIT,https://registry.npmjs.org/%40rolldown%2Fpluginutils/1.0.0-rc.18,git+https://github.com/rolldown/rolldown.git,https://registry.npmjs.org/%40rolldown%2Fpluginutils/1.0.0-rc.18,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@vitejs/plugin-rsc/node_modules/@rolldown/pluginutils,no
npm,@rolldown/pluginutils,1.0.1,MIT,https://registry.npmjs.org/%40rolldown%2Fpluginutils/1.0.1,git+https://github.com/rolldown/plugins.git,https://registry.npmjs.org/%40rolldown%2Fpluginutils/1.0.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rolldown/pluginutils,no
npm,@rtsao/scc,1.1.0,MIT,https://registry.npmjs.org/%40rtsao%2Fscc/1.1.0,git+https://github.com/rtsao/scc.git,https://registry.npmjs.org/%40rtsao%2Fscc/1.1.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@rtsao/scc,no
npm,@shuding/opentype.js,1.4.0-beta.0,MIT,https://registry.npmjs.org/%40shuding%2Fopentype.js/1.4.0-beta.0,git://github.com/opentypejs/opentype.js.git,https://registry.npmjs.org/%40shuding%2Fopentype.js/1.4.0-beta.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@shuding/opentype.js,no
npm,@sindresorhus/is,7.2.0,MIT,https://registry.npmjs.org/%40sindresorhus%2Fis/7.2.0,git+https://github.com/sindresorhus/is.git,https://registry.npmjs.org/%40sindresorhus%2Fis/7.2.0,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@sindresorhus/is,no
npm,@speed-highlight/core,1.2.15,CC0-1.0,https://registry.npmjs.org/%40speed-highlight%2Fcore/1.2.15,git://github.com/speed-highlight/core.git,https://registry.npmjs.org/%40speed-highlight%2Fcore/1.2.15,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@speed-highlight/core,no
npm,@swc/helpers,0.5.15,Apache-2.0,https://registry.npmjs.org/%40swc%2Fhelpers/0.5.15,git+https://github.com/swc-project/swc.git,https://registry.npmjs.org/%40swc%2Fhelpers/0.5.15,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@swc/helpers,no
npm,@tailwindcss/node,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Fnode/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Fnode/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/node,no
npm,@tailwindcss/oxide,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide,no
npm,@tailwindcss/oxide-android-arm64,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-android-arm64/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-android-arm64/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-android-arm64,no
npm,@tailwindcss/oxide-darwin-arm64,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-darwin-arm64/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-darwin-arm64/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-darwin-arm64,no
npm,@tailwindcss/oxide-darwin-x64,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-darwin-x64/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-darwin-x64/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-darwin-x64,no
npm,@tailwindcss/oxide-freebsd-x64,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-freebsd-x64/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-freebsd-x64/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-freebsd-x64,no
npm,@tailwindcss/oxide-linux-arm-gnueabihf,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-arm-gnueabihf/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-arm-gnueabihf/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-linux-arm-gnueabihf,no
npm,@tailwindcss/oxide-linux-arm64-gnu,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-arm64-gnu/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-arm64-gnu/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-linux-arm64-gnu,no
npm,@tailwindcss/oxide-linux-arm64-musl,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-arm64-musl/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-arm64-musl/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-linux-arm64-musl,no
npm,@tailwindcss/oxide-linux-x64-gnu,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-x64-gnu/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-x64-gnu/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-linux-x64-gnu,no
npm,@tailwindcss/oxide-linux-x64-musl,4.2.1,MIT,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-x64-musl/4.2.1,git+https://github.com/tailwindlabs/tailwindcss.git,https://registry.npmjs.org/%40tailwindcss%2Foxide-linux-x64-musl/4.2.1,lock license equals versioned npm metadata,frontend/package-lock.json:node_modules/@tailwindcss/oxide-linux-x64-musl,no
